date,water_temp_f
2006-06-16T00:00:00Z,66
2006-06-19T00:00:00Z,68
2006-06-23T00:00:00Z,71
2006-06-26T00:00:00Z,75
2006-06-30T00:00:00Z,70
2007-10-15T00:00:00Z,61
2007-10-19T00:00:00Z,61
2007-10-22T00:00:00Z,59
2007-10-26T00:00:00Z,62
2007-10-29T00:00:00Z,62
2007-11-02T00:00:00Z,61
2007-11-05T00:00:00Z,61
2007-11-09T00:00:00Z,60
2007-11-13T00:00:00Z,60
2007-11-16T00:00:00Z,60
2007-11-20T00:00:00Z,59
2007-11-26T00:00:00Z,52
2007-11-29T00:00:00Z,52
2007-12-03T00:00:00Z,52
2007-12-04T00:00:00Z,51
2007-12-05T00:00:00Z,52
2007-12-06T00:00:00Z,53
2007-12-07T00:00:00Z,54
2007-12-10T00:00:00Z,51
2007-12-12T00:00:00Z,49
2007-12-13T00:00:00Z,48
2007-12-14T00:00:00Z,46
2007-12-17T00:00:00Z,49
2007-12-18T00:00:00Z,50
2007-12-19T00:00:00Z,50
2007-12-20T00:00:00Z,51
2007-12-21T00:00:00Z,50
2007-12-22T00:00:00Z,50
2007-12-23T00:00:00Z,49
2007-12-24T00:00:00Z,47
2007-12-26T00:00:00Z,48
2007-12-27T00:00:00Z,46
2007-12-28T00:00:00Z,46
2007-12-30T00:00:00Z,46
2007-12-31T00:00:00Z,46
2008-01-02T00:00:00Z,46
2008-01-03T00:00:00Z,46
2008-01-05T00:00:00Z,47
2008-01-06T00:00:00Z,48
2008-01-07T00:00:00Z,48
2008-01-08T00:00:00Z,47
2008-01-09T00:00:00Z,46
2008-01-10T00:00:00Z,48
2008-01-11T00:00:00Z,48
2008-01-12T00:00:00Z,49
2008-01-13T00:00:00Z,49
2008-01-14T00:00:00Z,50
2008-01-15T00:00:00Z,51
2008-01-16T00:00:00Z,49
2008-01-17T00:00:00Z,46
2008-01-18T00:00:00Z,48
2008-01-19T00:00:00Z,47
2008-01-20T00:00:00Z,47
2008-01-22T00:00:00Z,47
2008-01-23T00:00:00Z,47
2008-01-24T00:00:00Z,47
2008-01-25T00:00:00Z,47
2008-01-26T00:00:00Z,47
2008-01-27T00:00:00Z,46
2008-01-28T00:00:00Z,47
2008-01-29T00:00:00Z,48
2008-01-30T00:00:00Z,47
2008-01-31T00:00:00Z,46
2008-02-01T00:00:00Z,46
2008-02-02T00:00:00Z,46
2008-02-03T00:00:00Z,46
2008-02-04T00:00:00Z,46
2008-02-05T00:00:00Z,46
2008-02-06T00:00:00Z,46
2008-02-07T00:00:00Z,47
2008-02-08T00:00:00Z,49
2008-02-09T00:00:00Z,49
2008-02-10T00:00:00Z,51
2008-02-11T00:00:00Z,51
2008-02-13T00:00:00Z,53
2008-02-14T00:00:00Z,52
2008-02-15T00:00:00Z,51
2008-02-16T00:00:00Z,51
2008-02-17T00:00:00Z,51
2008-02-19T00:00:00Z,52
2008-02-20T00:00:00Z,53
2008-02-21T00:00:00Z,53
2008-02-22T00:00:00Z,53
2008-02-23T00:00:00Z,52
2008-02-24T00:00:00Z,50
2008-02-25T00:00:00Z,51
2008-02-26T00:00:00Z,50
2008-02-27T00:00:00Z,52
2008-02-28T00:00:00Z,54
2008-02-29T00:00:00Z,55
2008-03-01T00:00:00Z,56
2008-03-02T00:00:00Z,55
2008-03-03T00:00:00Z,55
2008-03-04T00:00:00Z,54
2008-03-05T00:00:00Z,55
2008-03-06T00:00:00Z,55
2008-03-07T00:00:00Z,55
2008-03-08T00:00:00Z,55
2008-03-09T00:00:00Z,55
2008-03-10T00:00:00Z,56
2008-03-11T00:00:00Z,57
2008-03-12T00:00:00Z,58
2008-03-13T00:00:00Z,59
2008-03-14T00:00:00Z,60
2008-03-15T00:00:00Z,58
2008-03-16T00:00:00Z,58
2008-03-17T00:00:00Z,56
2008-03-18T00:00:00Z,58
2008-03-19T00:00:00Z,57
2008-03-20T00:00:00Z,58
2008-03-21T00:00:00Z,58
2008-03-22T00:00:00Z,58
2008-03-24T00:00:00Z,59
2008-03-25T00:00:00Z,60
2008-03-26T00:00:00Z,61
2008-03-27T00:00:00Z,60
2008-03-28T00:00:00Z,58
2008-03-30T00:00:00Z,58
2008-04-01T00:00:00Z,57
2008-04-02T00:00:00Z,52
2008-04-04T00:00:00Z,59
2008-04-07T00:00:00Z,60
2008-04-09T00:00:00Z,61
2008-04-11T00:00:00Z,61
2008-04-14T00:00:00Z,63
2008-04-16T00:00:00Z,63
2008-04-18T00:00:00Z,62
2008-04-21T00:00:00Z,61
2008-04-23T00:00:00Z,60
2008-04-25T00:00:00Z,59
2008-04-28T00:00:00Z,65
2008-04-29T00:00:00Z,66
2008-04-30T00:00:00Z,65
2008-05-01T00:00:00Z,65
2008-05-02T00:00:00Z,65
2008-05-05T00:00:00Z,64
2008-05-07T00:00:00Z,69
2008-05-08T00:00:00Z,69
2008-05-09T00:00:00Z,69
2008-05-12T00:00:00Z,66
2008-05-15T00:00:00Z,68
2008-05-19T00:00:00Z,73
2008-05-22T00:00:00Z,67
2008-05-27T00:00:00Z,64
2008-05-30T00:00:00Z,67
2008-06-02T00:00:00Z,70
2008-06-06T00:00:00Z,69
2008-06-10T00:00:00Z,70
2008-06-13T00:00:00Z,70
2008-06-17T00:00:00Z,72
2008-06-20T00:00:00Z,73
2008-06-24T00:00:00Z,72
2008-06-27T00:00:00Z,70
2008-10-06T00:00:00Z,66
2008-10-09T00:00:00Z,66
2008-10-14T00:00:00Z,58
2008-10-17T00:00:00Z,63
2008-10-20T00:00:00Z,64
2008-10-23T00:00:00Z,64
2008-10-27T00:00:00Z,62
2008-10-30T00:00:00Z,62
2008-11-03T00:00:00Z,62
2008-11-06T00:00:00Z,59
2008-11-10T00:00:00Z,59
2008-11-13T00:00:00Z,59
2008-11-17T00:00:00Z,60
2008-11-20T00:00:00Z,59
2008-11-24T00:00:00Z,56
2008-11-26T00:00:00Z,55
2008-12-01T00:00:00Z,55
2008-12-03T00:00:00Z,55
2008-12-08T00:00:00Z,52
2008-12-11T00:00:00Z,50
2008-12-15T00:00:00Z,49
2008-12-18T00:00:00Z,45
2008-12-22T00:00:00Z,47
2008-12-24T00:00:00Z,47
2008-12-26T00:00:00Z,48
2008-12-27T00:00:00Z,49
2008-12-29T00:00:00Z,48
2008-12-31T00:00:00Z,48
2009-01-01T00:00:00Z,48
2009-01-05T00:00:00Z,46
2009-01-07T00:00:00Z,46
2009-01-09T00:00:00Z,46
2009-01-12T00:00:00Z,49
2009-01-14T00:00:00Z,50
2009-01-16T00:00:00Z,51
2009-01-20T00:00:00Z,51
2009-01-22T00:00:00Z,51
2009-01-23T00:00:00Z,52
2009-01-26T00:00:00Z,53
2009-01-27T00:00:00Z,52
2009-01-28T00:00:00Z,51
2009-01-29T00:00:00Z,51
2009-01-30T00:00:00Z,50
2009-02-02T00:00:00Z,52
2009-02-04T00:00:00Z,52
2009-02-05T00:00:00Z,53
2009-02-07T00:00:00Z,53
2009-02-09T00:00:00Z,52
2009-02-11T00:00:00Z,51
2009-02-13T00:00:00Z,49
2009-02-15T00:00:00Z,49
2009-02-17T00:00:00Z,48
2009-02-19T00:00:00Z,48
2009-02-21T00:00:00Z,51
2009-02-22T00:00:00Z,53
2009-02-23T00:00:00Z,54
2009-02-24T00:00:00Z,55
2009-02-25T00:00:00Z,55
2009-02-26T00:00:00Z,54
2009-02-27T00:00:00Z,55
2009-02-28T00:00:00Z,55
2009-03-01T00:00:00Z,54
2009-03-02T00:00:00Z,51
2009-03-03T00:00:00Z,54
2009-03-04T00:00:00Z,53
2009-03-05T00:00:00Z,53
2009-03-07T00:00:00Z,53
2009-03-08T00:00:00Z,53
2009-03-09T00:00:00Z,54
2009-03-10T00:00:00Z,54
2009-03-11T00:00:00Z,54
2009-03-12T00:00:00Z,54
2009-03-13T00:00:00Z,55
2009-03-15T00:00:00Z,56
2009-03-16T00:00:00Z,56
2009-03-17T00:00:00Z,58
2009-03-18T00:00:00Z,58
2009-03-19T00:00:00Z,58
2009-03-20T00:00:00Z,59
2009-03-21T00:00:00Z,61
2009-03-22T00:00:00Z,60
2009-03-23T00:00:00Z,58
2009-03-24T00:00:00Z,57
2009-03-25T00:00:00Z,58
2009-03-26T00:00:00Z,57
